Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5101,1,Information Theory and Coding,3-1-0,4,core,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5102,1,Advanced Digital Signal Processing,3-0-2,4,core,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5103,1,Antenna and Microwave Devices,3-0-2,4,core,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC51XX/ EC61XX,1,DE1,3-0-0,3,DE1,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC51XX/ EC61XX,1,DE1I,3-0-0,3,DE2,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5201,2,Wireless Communication,3-0-2,4,core,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5202,2,Advanced Communication Systems,3-0-2,4,core,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC52XX/ EC62XX,2,DE1II,3-0-0,3,DE3,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC52XX/ EC62XX,2,DE1V,3-0-0,3,DE4,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC52XX/ EC62XX,2,DE5,3-0-0,3,DE5,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,IK6201,2,IKS,3-0-0,3,IKS,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6102,3,Summer Internship/ Mini Project*,0-0-12,3,SI,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6101,3,Project I,0-0-30,15,P1,0.0
Electrical Engineering,M. Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6201,4,Project II,0-0-42,21,P2,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5101,1,Computer Aided Power System Analysis,3-0-2,4,Core,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5102,1,Advanced Power Electronics Converters,3-0-2,4,Core,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5103,1,"FACTS and Its Applications
",3-0-2,4,Core,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE51PQ/EE61PQ,1,DE1 ,3-0-0,3,DE1,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE51PQ/EE61PQ,1,DE1I,3-0-0,3,DE2,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5201,2,"Power System Dynamics, Control and Protection",3-0-2,4,Core,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5202,2,Nonlinear Dynamical Systems,3-0-2,4,Core,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE52PQ/EE62PQ,2,DE1II,3-0-0,3,DE3,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE52PQ/EE62PQ,2,DE1V,3-0-0,3,DE4,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,"EE52PQ/EE62PQ
",2,DE5,3-0-0,3,DE5,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,IK6201 ,2,IKS,3-0-0,3,IKS,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6198,3,Summer internship/Mini Project*,0-0-12,3,SI,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,"EE6199
",3,Project I,0-0-30,15,P1,0.0
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,"EE6299
",4,Project II,0-0-42,21,P2,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,HS5111,1,Technical Writing and Soft Skill ,1-2-2,4,HS,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5151,1,Digital VLSI System,3-0-2,4,CORE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5152,1,Embedded System ,3-0-2,4,CORE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5161 ,1,Semiconductor Device Modeling and Simulation ,3-0-2,4,CORE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC51PQ/EC61PQ,1,DE1,3-0-0,3,DE1,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC51PQ/EC61PQ,1,DE2,3-0-0,3,DE2,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,XX61PQ ,1,IDE,3-0-0,3,IDE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5251,2,Analog and Mixed Signal Integrated Circuits ,3-0-2,4,CORE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5252,2,High Performance Embedded Computing system ,3-0-2,4,CORE,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC52PQ/EC62PQ ,2,DE3,3-0-0,3,DE3,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC52PQ/EC62PQ ,2,DE4,3-0-0,3,DE4,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC52PQ/EC62PQ ,2,DE5,3-0-0,3,DE5,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,RM6201,2,RM,3-1-0,4,RM,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,IK6201 ,2,IKS,3-0-0,3,IKS,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6198 ,3,Summer Internship/ Mini Project* ,0-0-12,3,SI,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6199 ,3,Project I ,0-0-30,15,P1,0.0
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6299 ,4,Project II,0-0-42,21,P2,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,HS5111,SEM-1,Technical Writing and Soft Skills,1-2-2,4,HS,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC5101,SEM-1,Design and Analysis of Algorithms,3-1-2,5,CORE,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC5102,SEM-1,Probability and Statistics,3-0-2,4,CORE,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX51PQ/XX61PQ,SEM-1,DE1,3-0-0,3,DE1,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX51PQ/XX61PQ,SEM-1,DE2,3-0-0,3,DE2,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX51PQ/XX61PQ,SEM-1,DE3,3-0-0,3,DE3,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX51PQ/XX61PQ,SEM-1,IDE,3-0-0,3,1DE,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC5201,SEM-2,Advanced Artificial Intelligence,3-1-2,5,CORE,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC5202,SEM-2,Numerical Linear Algebra and Optimization Techniques,3-0-2,4,CORE,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX52PQ/XX62PQ,SEM-2,DE4,3-0-0,3,DE4,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX52PQ/XX62PQ,SEM-2,DE5,3-0-0,3,DE5,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,XX52PQ/XX62PQ,SEM-2,DE6,3-0-0,3,DE6,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,RM6201,SEM-2,Research Methodology,3-1-0,4,RM,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,IK6201,SEM-2,Indian Knowledge System,3-0-0,3,IK,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC6198,SEM-3,Summer Internship Evaluation / Mini Project,0-0-12,3,SI,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC6199,SEM-3,Project I,0-0-30,15,P1,0.0
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MC6299,SEM-4,Project II,0-0-42,21,P2,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS1,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5101,1,Advanced Engineering Mathematics,3-1-0,4,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5103,1,Finite Element Analysis,3-0-0,3,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5108,1,Deformation-based Manufacturing,3-0-0,3,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME61PQ,1,DE1,3-0-0,3,DE1,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME61PQ,1,DE1I,3-0-0,3,DE2,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5109,1,Manufacturing Lab - I,0-0-3,1.5,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5201,2,Advanced Engineering Software Lab,1-0-4,3,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5203,2,Measurement and Instrumentation,3-0-0,3,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5207,2,Solidification-based Manufacturing,3-1-0,4,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME62PQ,2,DE1II,3-0-0,3,DE3,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME62PQ,2,DE1V,3-0-0,3,DE4,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,RM6201,2,RM,3-1-0,4,RM,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME5208,2,Manufacturing Lab - II,0-0-3,1.5,Core,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,IK6201,2,IKS,3-0-0,3,IKS,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME6198,3,Summer Internship / Mini Project,0-0-12,3,SI,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME6199,3,Project I,0-0-30,15,P1,0.0
Advanced Manufacturing Technology,Advanced Manufacturing Technology,2411ME,ME6299,4,Project II,0-0-42,21,P2,0.0
Mechanical Design,,,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS1,0.0
Mechanical Design,,,ME5101,1,Advanced Engineering Mathematics,3-1-0,4,Core,0.0
Mechanical Design,,,ME5102,1,Theory of Elasticity,3-0-0,3,Core,0.0
Mechanical Design,,,ME5103,1,Finite Element Analysis,3-0-0,3,Core,0.0
Mechanical Design,,,ME61PQ,1,DE1,3-0-0,3,DE1,0.0
Mechanical Design,,,ME61PQ,1,DE1I,3-0-0,3,DE2,0.0
Mechanical Design,,,ME5104,1,Design Lab - I,0-0-3,1.5,Core,0.0
Mechanical Design,,,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Mechanical Design,,,ME5201,2,Advanced Engineering Software Lab,1-0-4,3,Core,0.0
Mechanical Design,,,ME5202,2,Advanced Dynamics & Vibration,3-1-0,4,Core,0.0
Mechanical Design,,,ME5203,2,Measurement and Instrumentation,3-0-0,3,Core,0.0
Mechanical Design,,,ME62PQ,2,DE1II,3-0-0,3,DE3,0.0
Mechanical Design,,,ME62PQ,2,DE1V,3-0-0,3,DE4,0.0
Mechanical Design,,,RM6201,2,Research Methodology,3-1-0,4,RM1,0.0
Mechanical Design,,,ME5204,2,Design Lab - II,0-0-3,1.5,Core,0.0
Mechanical Design,,,IK6201,2,IKS,3-0-0,3,IKS,0.0
Mechanical Design,,,ME6198,3,Summer Internship / Mini Project*,0-0-12,3,SI,0.0
Mechanical Design,,,ME6199,3,Project I**,0-0-30,15,P1,0.0
Mechanical Design,,,ME6299,4,Project II**,0-0-42,21,P2,0.0
Mechanical Engineering,Mechatronics,,HS5111,1,Technical Writing and Soft Skill ,1-2-2,4,HS1,0.0
Mechanical Engineering,Mechatronics,,ME5101,1,Advanced Engineering Mathematics,3-1-0,4,Core,0.0
Mechanical Engineering,Mechatronics,,MH5101,1,Fundamental of Mechatronics,3-0-0,3,Core,0.0
Mechanical Engineering,Mechatronics,,EC5152,1,Embedded System,3-0-2,4,Core,0.0
Mechanical Engineering,Mechatronics,,XX51PQ/XX61PQ,1,Mechatronics Elective - 1,3-0-0,3,DE1,0.0
Mechanical Engineering,Mechatronics,,XX61PQ,1,Mechatronics Elective - 2,3-0-0,3,DE2,0.0
Mechanical Engineering,Mechatronics,,MH5102,1,Mechatronics Lab - 1,0-0-3,1.5,DE3,0.0
Mechanical Engineering,Mechatronics,,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Mechanical Engineering,Mechatronics,,MH5201,2,Sensors and Actuators,3-0-0,3,Core,0.0
Mechanical Engineering,Mechatronics,,MH5202,2,Modeling and Simulation of Mechatronic Systems,3-0-0,3,Core,0.0
Mechanical Engineering,Mechatronics,,XX62PQ,2,Mechatronics Elective - 3,3-0-0,3,DE3,0.0
Mechanical Engineering,Mechatronics,,XX62PQ,2,Mechatronics Elective - 4,3-0-0,3,DE4,0.0
Mechanical Engineering,Mechatronics,,XX52PQ/XX62PQ,2,Mechatronics Elective - 5,3-0-0,3,DE5,0.0
Mechanical Engineering,Mechatronics,,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Mechanical Engineering,Mechatronics,,MH5203,2,Mechatronics Lab - 2,0-0-3,1.5,Core,0.0
Mechanical Engineering,Mechatronics,,IK6201,2,IKS,3-0-0,3,IKS,0.0
Mechanical Engineering,Mechatronics,,MH6198,3,Summer Internship/ Mini Project,0-0-12,3,SI,0.0
Mechanical Engineering,Mechatronics,,MH6199,3,Project 1,0-0-30,15,P1,0.0
Department of Mechanical Engineering,,,HS5111,1,Technical Writing and Soft Skill,1-2-4,4,HS1,0.0
Department of Mechanical Engineering,,,ME5101,1,Advanced Engineering Mathematics,3-1-0,4,Core,0.0
Department of Mechanical Engineering,,,ME5105,1,Advanced Fluid Mechanics,3-0-0,3,Core,0.0
Department of Mechanical Engineering,,,ME5106,1,Gas Dynamics and Propulsion,3-0-0,3,Core,0.0
Department of Mechanical Engineering,,,ME61XX,1,DE1,3-0-0,3,DE1,0.0
Department of Mechanical Engineering,,,ME61XX,1,DE1I,3-0-0,3,DE2,0.0
Department of Mechanical Engineering,,,ME5107,1,Thermo-Fluid Lab-I,0-0-3,1.5,Core,0.0
Department of Mechanical Engineering,,,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Department of Mechanical Engineering,,,ME5201,2,Advanced Engineering Software Lab,1-0-4,3,Core,0.0
Department of Mechanical Engineering,,,ME5205,2,Advanced Heat Transfer,3-1-0,4,Core,0.0
Department of Mechanical Engineering,,,ME5203,2,Measurement and Instrumentation,3-0-0,3,Core,0.0
Department of Mechanical Engineering,,,MEX2XX,2,DE1II,3-0-0,3,DE3,0.0
Department of Mechanical Engineering,,,MEX2XX,2,DE1V,3-0-0,3,DE4,0.0
Department of Mechanical Engineering,,,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Department of Mechanical Engineering,,,ME5206,2,Thermo-Fluid Lab-II,0-0-3,1.5,Core,0.0
Department of Mechanical Engineering,,,IK6201,2,IKS,3-0-0,3,IKS,0.0
Department of Mechanical Engineering,,,ME6198,3,Summer Internship / Mini Project*,0-0-12,3,SI,0.0
Department of Mechanical Engineering,,,ME6199,3,Project I**,0-0-30,15,P1,0.0
Department of Mechanical Engineering,,,ME6299,4,Project II**,0-0-42,21,P2,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5101,1,Thermodynamics and Phase Transformation,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5102,1,Concepts in Materials Science,3-0-0,3,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5103,1,Mechanical Behavior of Materials,3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5104,1,Nano-structured Materials,3-0-0,3,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM61PQ,1,DE1,3-0-0,3,DE1,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5205,2,Advanced Polymer Technology,3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM5206,2,Advanced Engineering Materials,3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM62PQ,2,DE1I,3-0-0,3,DE2,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM62PQ,2,DE1II,3-0-0,3,DE3,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM62PQ,2,DE1V,3-0-0,3,DE4,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,IK6201,2,IKS,3-0-0,3,IKS,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6198,3,Summer Internship/ Mini Project*,0-0-12,3,SI/P,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6199,3,Project I,0-0-30,15,P1,0.0
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6299,4,Project II,0-0-42,21,P2,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4101,1,Quantum Chemistry,3-1-0,4,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4102,1,Organic Chemistry-I,3-1-0,4,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4103,1,Inorganic Chemistry-I,3-1-0,4,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4104,1,Principles of Molecular Spectroscopy,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4105,1,Symmetry & Group Theory,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4106,1,Organic Chemistry Lab,0-0-6,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,HS4111,1,Soft Skills for Employability,1-2-0,3,HS1,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4201,2,Thermodynamics,3-1-0,4,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4202,2,Organic Chemistry-II,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4203,2,Inorganic Chemistry-II,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4204,2,Chemical Kinetics,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4205,2,Modern Methods of Analysis,3-1-0,4,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4206,2,Inorganic Chemistry Lab,0-0-6,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5101,3,Physical Chemistry Lab,0-0-6,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5102,3,Inorganic Chemistry-III,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5103,3,Organic Chemistry-III,3-0-0,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5199,3,Project-I,0-0-12,6,P1,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH51xx/ CH61xx,3,Department Elective 1,3-0-0,3,DE1,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH61xx,3,Interdisciplinary Elective 1,3-0-0,3,IDE1,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH6201,4,Computer Programming for Chemists,2-0-2,3,Core,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5299,4,Project-II,0-0-16,8,P2,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH52xx/ CH62xx,4,Department Elective 2,3-0-0,3,DE2,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,CH52xx/ CH62xx,4,Interdisciplinary Elective 2,3-0-0,3,IDE2,0.0
Department of Chemistry,M. Sc. in Chemistry,2412CH,IK52xx,4,Indian Knowledge System,2-0-0,2,IKS,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4101,1,Computer Programming,2-0-4,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4102,1,Linear Algebra,3-1-0,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4103,1,Real Analysis,3-1-0,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4104,1,Algebra,3-1-0,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4105,1,Ordinary Differential Equations,3-1-0,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,HS4111,1,Soft Skills for Employability,1-2-0,3,HS,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4201,2,Topology,3-0-0,3,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4202,2,Numerical Analysis,3-0-2,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4203,2,Complex Analysis,3-1-0,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4204,2,Linear Optimization Techniques,3-0-2,4,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA4205,2,Probability and Statistics,3-0-0,3,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA5101,3,Measure Theory,3-0-0,3,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA5102,3,Functional Analysis,3-0-0,3,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA5103,3,Partial Differential Equations,3-0-0,3,Core,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA51xx/ MA61xx,3,DE1,3-0-0,3,DE1,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA61xx,3,IDE1,3-0-0,3,IDE1,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA5199,3,Project I,0-0-12,6,P1,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1I,3-0-0,3,DE2,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1II,3-0-0,3,DE3,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1V,3-0-0,3,DE4,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,IDE1I,3-0-0,3,IDE2,0.0
Mathematics,M. Sc. in Mathematics,2412MA,MA5299,4,Project II,0-0-16,8,P2,0.0
Mathematics,M. Sc. in Mathematics,2412MA,IK52xx,4,Indian Knowledge System,2-0-0,2,IKS,0.0
Physics,M.Sc. in Physics,2412PH,PH4101,1,Mathematical Physics-I,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4102,1,Classical Mechanics,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4103,1,Quantum Mechanics-I,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4104,1,Numerical Techniques,2-0-2,3,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4105,1,Electronics,3-0-4,5,Core,0.0
Physics,M.Sc. in Physics,2412PH,HS4111,1,Soft Skills for Employability,1-2-0,3,HS,0.0
Physics,M.Sc. in Physics,2412PH,PH4201,2,Electrodynamics-I,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4202,2,Statistical Physics,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4203,2,Modern Optics,3-0-4,5,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH4204,2,Introduction to Nuclear and Particle Physics,3-0-0,3,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH42xx,2,DE1,2-1-0,3,DE1,0.0
Physics,M.Sc. in Physics,2412PH,PH5101,3,Atomic and Molecular Physics,3-1-0,4,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH5102,3,Condensed Matter Physics-I,3-0-0,3,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH5103,3,"Atomic, Molecular and Nuclear Physics Laboratory",0-0-4,2,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH5199,3,P1,0-0-12,6,P1,0.0
Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,3,DE2,X-X-X,3*,DE2,0.0
Physics,M.Sc. in Physics,2412PH,PH61xx/ PH62xx,3,IDE1,3-0-0,3*,IDE1,0.0
Physics,M.Sc. in Physics,2412PH,PH5210,4,Condensed Matter Physics Lab,0-0-4,2,Core,0.0
Physics,M.Sc. in Physics,2412PH,PH5299,4,P2,0-0-16,8,P2,0.0
Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,4,DE3,X-X-X,3*,DE3,0.0
Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,4,DE4,X-X-X,3*,DE4,0.0
Physics,M.Sc. in Physics,2412PH,PH61xx/ PH62xx,4,IDE2,3-0-0,3*,IDE2,0.0
Physics,M.Sc. in Physics,2412PH,IK52xx,4,IKS,X-X-X,2,IKS,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
