Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,IK1101,2,IKS,3-0-0,3,IKS,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2101,3,Analog Circuits,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2102,3,Signals and Systems,3-1-0,4,Core,1.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2103,3,Semiconductor Devices,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,HS21PQ,3,HSS Elective I,3-0-0,3,HS1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2201,4,Digital Electronics,3-0-2,4,Core,1.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2202,4,Microprocessor,2-0-2,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2201,4,Control Systems,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2203,4,Computer Organization and Architecture,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2204,4,Internet of Things,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX22PQ,4,IDE I,3-0-0,3,IDE1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE3102,5,VLSI Design,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3103,5,Analog Communication,3-0-2,4,Core,1.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX31PQ,5,IDE II,3-0-0,3,IDE2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3201,6,Digital Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3202,6,Digital Signal Processing,3-0-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3204,6,Low Power MOSFETs Design and Modeling,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3205,6,Introduction to Wireless Communications,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3206,6,RF Systems,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC41XX,7,Department Elective I,3-0-0,3,DE1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC41XX,7,Department Elective II,3-0-0,3,DE2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX41PQ,7,IDE III,3-0-0,3,IDE3,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,HS41PQ,7,HSS Elective II,3-0-0,3,HS2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4198,7,Summer Internship*,0-0-12,3,SI,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4199,7,Project   I,0-0-12,6,P1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective III,3-0-0,3,DE3,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective IV,3-0-0,3,DE4,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective V,3-0-0,3,DE5,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4299,8,Project   II,0-0-16,8,P2,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS1101,1,English for Professionals,2-0-1,2.5,HS,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,IK1101,2,IKS,3-0-0,3,IKS,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2101,3,Analog Circuits,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2102,3,Signals and Systems,3-1-0,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2103,3,Electrical Machines   I,2-0-2,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS21PQ,3,HS1,3-0-0,3,HS1,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2201,4,Digital Electronics,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2202,4,Microprocessor,2-0-2,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2201,4,Control Systems,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2202,4,Electrical Machines-II,2-0-2,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2204,4,Internet of Things,3-0-0,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,XX22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3101,5,Power Systems-I,2-0-2,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3102,5,Modern Control Theory,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,XX31PQ,5,IDE2,3-0-0,3,IDE2,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3201,6,Fundamentals of Electric Drives,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3202,6,Digital Signal Processing,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3202,6,Power System II,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3203,6,Power Electronics,3-0-2,4,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3204,6,Electrical Machine Design,1-0-2,2,Core,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE41xx,7,DE1,3-0-0,3,DE1,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE41xx,7,DE2,3-0-0,3,DE2,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS41PQ,7,HS2,3-0-0,3,HS2,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,XX41PQ,7,IDE3,3-0-0,3,IDE3,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE4198,7,SI,0-0-12,3,SI,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE4199,7,P1,0-0-12,6,P1,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE42xx,8,DE3,3-0-0,3,DE3,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE42xx,8,DE4,3-0-0,3,DE4,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE42xx,8,DE5,3-0-0,3,DE5,0.0
Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE4299,8,P2,0-0-16,8,P2,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,CS1101,1,Foundations of Programming,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,IK1101,2,Indian Knowledge System (IKS),3-0-0,3,IKS,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2101,3,Design and Analysis of Algorithms,3-0-2,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2102,3,Probability and Stochastic Processes,3-1-0,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2103,3,Optimization Techniques,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2104,3,Algebra,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2105,3,Discrete Mathematics,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,HS21PQ,3,HS1,3-0-0,3,HS1,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2201,4,Introduction to Machine Learning,2-0-2,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2202,4,Real Analysis and Measure Theory,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2203,4,Numerical Linear Algebra,3-0-2,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2204,4,Computer Architecture and Organization,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA2205,4,Database Management Systems,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,XX22PQ,4,IDE I,3-0-0,3,IDE1,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3101,5,Ordinary and Partial Differential Equations,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3102,5,Complex Analysis,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3103,5,Theory of Computation,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3104,5,Computer Networks,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3105,5,Operating Systems,3-0-3,4.5,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,XX31PQ,5,IDE II,3-0-0,3,IDE2,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3201,6,Number Theory and Cryptography,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3202,6,Numerical Methods,3-0-2,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3203,6,Mathematical Statistics,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3204,6,Convex Optimization,3-0-2,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3205,6,Functional Analysis,3-0-0,3,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA3206,6,Artificial Intelligence,3-0-2,4,Core,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,HSXXX,7,HSS Elective - II,3-0-0,3,HS2,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA41PQ,7,Departmental Elective I,3-0-0,3,DE1,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA41PQ,7,Departmental Elective II,3-0-0,3,DE2,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA4198,7,Summer Internship,0-0-12,3,SI,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA4199,7,Project I,0-0-12,6,P1,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA42PQ,8,Departmental Elective  III,3-0-0,3,DE3,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA42PQ,8,Departmental Elective IV,3-0-0,3,DE4,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA42PQ,8,Departmental Elective V,3-0-0,3,DE5,0.0
Mathematics & Computing,B. Tech. in Mathematics & Computing,2401MC,MA4299,8,Project II,0-0-16,8,P2,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2101,3,Dynamics,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2102,3,Thermodynamics,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2103,3,Fluid Mechanics,3-1-2,5,3-1-0,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2104,3,Engineering Materials,3-0-2,4,3-1-0,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,HS21PQ,3,HS1,3-0-0,3,HS1,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2102,3,Thermodynamics,3-1-0,4,Core,1.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2201,4,Kinematics and Dynamics of Mechanisms,3-1-2,5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2202,4,Heat and Mass Transfer,3-1-2,5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2203,4,Mechanics of Solids,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2204,4,Mechanical Measurements and Instrumentation,3-0-2,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,XX22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME2202,4,Heat and Mass Transfer,3-1-2,5,Core,1.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3101,5,Data Analytics and Machine Learning Tools for Engineers,1-2-1,3.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3102,5,Design of Machine Elements,3-0-3,4.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3103,5,Manufacturing Technology- I,3-0-2,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3104,5,Engineering Software Laboratory,1-0-3,2.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3105,5,Numerical Methods for Engineers,3-0-0,3,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,XX31PQ,5,IDE2,3-0-0,3,IDE2,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3104,5,Engineering Software Laboratory,1-0-3,2.5,Core,1.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3201,6,Applied Thermodynamics and Turbomachinery,3-1-2,5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3202,6,System Dynamics and Control,3-1-2,5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3203,6,Manufacturing Technology -II,3-0-3,4.5,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3204,6,Industrial Engineering and Operations Research,3-1-0,4,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3205,6,Technical Writing and Presentations,0-0-4,2,Core,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME3201,6,Applied Thermodynamics and Turbomachinery,3-1-2,5,Core,1.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME41XX,7,DE1,3-0-0,3,DE1,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME41XX,7,DE2,3-0-0,3,DE2,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,XX41PQ,7,IDE3,3-0-0,3,IDE3,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,HS41PQ,7,HS2,3-0-0,3,HS2,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME4198,7,SI,0-0-12,3,SI,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME4199,7,P1,0-0-12,6,P1,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME42XX,8,DE3,3-0-0,3,DE3,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME42XX,8,DE4,3-0-0,3,DE4,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME42XX,8,DE5,3-0-0,3,DE5,0.0
Mechanical Engineering,Btech in Mechanical Engineering,2401ME,ME4299,8,P2,0-0-16,8,P2,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,HS1101,1,English for Professionals,2-0-1,2.5,HS,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,IK1101,2,IKS,3-0-0,3,IKS,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2101,3,Introduction to Metallurgical and Materials Engineering,3-0-0,3,Core,1.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2102,3,Mineral Processing and Process Metallurgy,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2103,3,Thermodynamics and Phase Equilibria,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2104,3,Transport Phenomena,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2105,3,Fundamentals of Polymer Science and Technology,3-0-0,3,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,HS21PQ,3,HS21PQ,3-0-0,3,HS,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2201,4,Iron and Steel Making,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2202,4,Techniques of Materials Characterization I,3-0-3,4.5,Core,1.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2203,4,Phase Transformation and Diffusion,3-1-0,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2204,4,Mechanical Behaviour of Materials,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2205,4,Welding and Solidification,3-0-0,3,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM2290,4,IDE1,3-0-0,3,IDE1,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3101,5,Thermomechanical Processing of Metallic Materials,3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3102,5,Computational Materials Science,2-1-0,3,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3103,5,Engineering Polymers,3-0-2,4,Core,1.0
