Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA4221,8,Discrete Differential Geometry,3-0-0,3.0,DE5
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA4222,8,Integral Equations and Calculus of Variations,3-0-0,3.0,DE5
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA2251,4,Introduction to Numerical Methods,3-0-0,3.0,IDE1
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA2252,4,Complex Analysis,3-0-0,3.0,IDE1
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA3151,5,An Introduction to Computational Commutative Algebra,3-0-0,3.0,IDE2
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA3152,5,Partial Differential Equations,3-0-0,3.0,IDE2
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA4151,7,Number Theory and Algebra,3-0-0,3.0,IDE3
Mathematics,B. Tech. in Mathematics & Computing,2401MC,MA4152,7,Mathematical Relativity,3-0-0,3.0,IDE3
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4101,7,Tribology and Surface Engineering,3-0-0,3.0,DE1
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4102,7,Basics of Computational Fluid Dynamics,3-0-0,3.0,DE1
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4104,7,Industrial Automation,3-0-0,3.0,DE1
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4105,7,Vehicle Dynamics,3-0-0,3.0,DE2
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4106,7,Mathematical Modelling of Computer Aided Design,3-0-0,3.0,DE2
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4107,7,Energy Engineering,3-0-0,3.0,DE2
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4201,8,Finite Element Method,3-0-0,3.0,DE3
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4202,8,Refrigeration and Cryogenics,3-0-0,3.0,DE3
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4203,8,"Mechanics, Processing and failure of Composite Materials",3-0-0,3.0,DE3
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4204,8,Mechanical Characterization of Materials,3-0-0,3.0,DE4
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4205,8,Internal Combustion Engines,3-0-0,3.0,DE4
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4206,8,Micro-manufacturing,3-0-0,3.0,DE4
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4207,8,Energy Methods and Variational Principles in Applied Mechanics,3-0-0,3.0,DE5
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4208,8,Failure Analysis of Engineering Material,3-0-0,3.0,DE5
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4209,8,Hydraulic Machines,3-0-0,3.0,DE5
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME2205,4,Manufacturing Processes for Metallic Materials,3-0-0,3.0,IDE1
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME3106,5,Automotive Technology,3-0-0,3.0,IDE2
Mechanical Engineering,B. Tech. in Mechanical Engineering and Minor in Thermal Engineering,2401ME,ME4103,7,Nonlinear Dynamics and Chaos,3-0-0,3.0,IDE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4101,7,Introduction to Bridge Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4102,7,Prestressed and Precast Concrete Structures,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4103,7,Fundamentals of Solid Mechanics,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4104,7,Matrix Method for Structural Analysis,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4105,7,Stochastic Hydrology,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4106,7,Irrigation Engineering and Hydraulic Structures,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4107,7,Elementary Soil Behaviour,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4108,7,Fundamentals of Geoenvironmental Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4109,7,Biogeotechnical Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4110,7,Pavement Geotechnology,3-0-0,3.0,DE1
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5217,8,Geoinformatics for Engineers,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6206,8,Geotechnical Earthquake Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6207,8,Soil-Structure Interaction Analysis,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6209,8,Coupled Process in Fractured Geological Media,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6210,8,Ground Improvement Techniques,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6213,8,Design of Underground Excavations,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6215,8,Forensic Geotechnical Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6217,8,Advanced Steel Design,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6218,8,Finite Element Method,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6219,8,Structural Health Monitoring,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6220,8,Condition Assessment and Retrofitting of Structures,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6223,8,"Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6224,8,Nonlinear Structural Mechanics,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6225,8,Theory of Random Vibration,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6226,8,Analysis of Structural Stability,3-0-0,3.0,DE2
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6117,9,Masonry Structures,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6118,9,Wind Analysis and Design of Structures,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6119,9,Special Topics in Structural Analysis,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6120,9,Analysis Plates and Shells Structure,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6115,9,Advanced Structural Mechanics,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6116,9,Bridge Engineering and Design,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6121,9,Prestressed Concrete Structure: Theory & Design,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6122,9,Advanced Concrete Technology,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6123,9,Structural Fire Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6130,9,Analytical Methods in Civil Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6106,9,Soil Dynamics,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6107,9,Rock Slope Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6108,9,Constitutive Modelling in Geotechnics,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6111,9,Rock Mechanics,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6113,9,Pavement Geotechnics,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6114,9,Probabilistic Methods in Geotechnical Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6128,9,Highway Geometric Design and Safety,3-0-0,3.0,DE3
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6129,9,Airport Engineering,3-0-0,3.0,DE3
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3230,6,Engineering Optics,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3231,6,Laser Physics,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3232,6,Cryogenic Engineering,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3233,6,Advanced Quantum Mechanics,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3234,6,Advanced Mathematical Methods,2-1-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3235,6,Electron Microscopy,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3236,6,Quantum Computation,2-1-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3237,6,Device Modeling and Design,2-1-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3238,6,Power Sources for Electric Vehicles,3-0-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4132/PH4232,"7,8",Thin Film Technology,2-1-0,3.0,DE1 and DE1I
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4135/PH4235,"7,8",X-ray and Applications,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4136/PH4236,"7,8",Optical Quantum Communication,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4137/PH4237,"7,8",Nanogenerators and Application in self- powered system,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4138/PH4238,"7,8",Medical Physics and Applications,2-1-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4139/PH4239,"7,8",Superconducting Qubits: Fundamentals and Operation,2-1-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4140/PH4240,"7,8",Atomtronics & Quantum Technology,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4141/PH4241,"7,8",Emerging Technologies in Photonics,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4142/PH4242,"7,8",Modeling Complex Systems,2-1-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4143/PH4243,"7,8",Computational methods for classical and quantum physics,2-1-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4144/PH4244,"7,8",AC Network Analysis,2-1-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4135/PH4235,"7,8",Solar Energy and Photovoltaics,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4146/PH4246,"7,8",Photovoltaics: Concepts and Applications,3-0-0,3.0,DE1II to DE5II
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH2290,4,Fundamentals of Electromagnetism PH2291-Waves and Particles,3-0-0,3.0,IDE1
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,EP2206,4,Fuel cell fundamentals,3-0-0,3.0,IDE1
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH3190,5,Mechanics in Physics EP3106-Energy materials processing,3-0-0,3.0,IDE2
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH4190,7,Photovoltaics and Fuel Cell Technology PH6190-Physics of complex systems,3-0-0,4.0,IDE3
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH6191,7,Physics of Nanoscience,3-0-0,5.0,IDE3
Physsics,"B. Tech. in Engineering Physics and Minors in Physics, Nanoscience, Optics",2401PH,PH6192,7,Semiconductor Processing: An Interdisciplinary approach,3-0-0,6.0,IDE3
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6101,1,Principles of Electrochemical Engineering,3-0-0,3.0,DE1
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6102,1,Molecular Simulations: Principles & Applications,3-0-0,3.0,DE1
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6103,1,Nucleation and Crystallization Phenomena,3-0-0,3.0,DE1
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6104,1,Preparative Chromatography,3-0-0,3.0,DE1
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6105,1,CO2 Capture and Utilization,3-0-0,3.0,DE1I
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6106,1,Biological Wastewater Treatment,3-0-0,3.0,DE1I
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6107,1,Principles of Polymer Processing,3-0-0,3.0,DE1I
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6108,1,Artificial Intelligence in Chemical Engineering,3-0-0,3.0,DE1I
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6201,2,Photoelectrochemical and Photocatalytic Processes,3-0-0,3.0,DE1II
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6202,2,Colloids and Interfacial Engineering,3-0-0,3.0,DE1II
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6203,2,"Climate Change, Sustainability, and Engineering",3-0-0,3.0,DE1II
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6204,2,Advanced Numerical Methods in Chemical Engineering,3-0-0,3.0,DE1II
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6205,2,Optimization for Chemical Engineers,3-0-0,3.0,DE1V
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6206,2,Molecular Theory of Solutions,3-0-0,3.0,DE1V
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6207,2,Non-Newtonian Fluid Dynamics and Rheology,3-0-0,3.0,DE1V
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6208,2,Systematic Design of Chemical Processes,3-0-0,3.0,DE1V
Department of Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6209,2,Design of Experiments for Chemical Engineers,3-0-0,3.0,DE1V
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6101,1,Atmospheric Physics and Chemistry,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6102,1,"Sampling,     Analytical     Methods,     and Statistics for Environmental Engineering",3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6103,1,Environmental    Toxicology    and    Risk Assessment,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6104,1,Environmental Hydraulics,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6105,1,Atmospheric Science and Climate Change,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6130,1,Analytical Methods in Civil Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6114,1,Probalistic Methods in Geotechnical Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6109,1,Geoenvironmental Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5117,1,Water Resources Management,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6131,1,Sustainability of Water Resources System,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6201,2,E-waste Management for Circular Economy,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6202,2,Industrial Pollution Control and Prevention,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6203,2,Water Supply and Sewerage Network Design,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6204,2,Design of Water and Wastewater Treatment Facilities,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6205,2,Advanced Water and Wastewater Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5217,2,Geoinformatics for Engineers,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5218,2,Groundwater Hydrology,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5219,2,Open Channel Hydraulics,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6232,2,Porous Media Flow: Advanced topics,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6208,2,Mine Wastes Generation and Management,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6211,2,Utilization of industrial Byproducts for geotechnical application,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6223,2,"Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6228,2,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6218,2,Finite Element Method,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6106,1,Soil Dynamics,3-0-0,3.0,DE1
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6107,1,Rock Slope Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6108,1, Constitutive Modelling in Geotechnics CE6109: Geoenvironmental Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6111,1,Rock Mechanics,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6112,1,Environmental Rock Engineering CE6113: Pavement Geotechnics,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6114,1,Probalistic Methods in Geotechnical Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6115,1,Advanced Structural Mechanics,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6116,1,Bridge Engineering and Design,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6103,1, Environmental Toxicology and Risk Assessment ,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6128,1,Highway Geometric Design and Safety,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6129,1,Airport Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6102,1,"Sampling, Analytical Methods, and Statistics for Environmental Engineering",3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6125,1,Bituminous materials,3-0-0,3.0,DE2
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6206,2,Geotechnical Earthquake Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6207,2, Soil-Structure Interaction Analysis,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6208,2,Mine Wastes Generation and Management,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6209,2,Coupled Process in Fractured Geological Media,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6210,2,Ground Improvement Techniques,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6211,2, Utilization of industrial byproducts for geotechnical applications,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6212,2, Rock Engineering for River Valley Projects,3-0-0,3.0,DE3
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6213,2,Design of Underground Excavations,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6214,2,Special Topics in Geotechnical Engineering,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6215,2,Forensic Geotechnical Engineering,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6218,2,Finite Element Method,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6223,2," Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE, CE6231,2,Advanced Pavement Material Characterization,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE5217,2,Geoinformatics for Engineers,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE, CE5218,2,Groundwater Hydrology,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE5219,2,Open Channel Hydraulics,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6219,2,Structural Health Monitoring,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6220,2,Condition Assessment and Retrofitting of Structures,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE, CE6228,2,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6229,2,Advanced Flexible Pavement Analysis and Design,3-0-0,3.0,DE4
Civil and Environmental Engineering,Geotechnical Engineering,2411CE,CE6230,2,Advanced Concrete Pavement Analysis and Design,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6106,1,Soil Dynamics,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6107,1,Rock Slope Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6108,1,Constitutive Modelling in Geotechnics,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6109,1,Geoenvironmental Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6110,1,Biogeotechnics,3-0-0,3.0,DE1
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6111,1,Rock Mechanics,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6112,1,Environmental Rock Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6113,1,Pavement Geotechnics,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6114,1,Probalistic Methods in Geotechnical Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6206,2,Geotechnical Earthquake Engineering,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6207,2,Soil-Structure Interaction Analysis,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6208,2,Mine Wastes Generation and Management,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6209,2,Coupled Process in Fractured Geological Media,3-0-0,3.0,DE3
