Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6207,2,Optimization Theory  and  Techniques  for Electrical Engineering,3-0-0,3.0,DE5
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6271,2,Silicon Photonics,3-0-0,3.0,DE5
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,,2,Microwave and Millimetre Wave Integrated Circuits (MMIC),3-0-0,3.0,DE5
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,,2,Generative AI for Video Surveillance System,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6111,1,Renewable Energy Sources,3-0-0,3.0,IDE
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6114,1,Renewable Energy Integration,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6117,1,Advanced Power System Reliability,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EC6150,1,Advanced State Estimation and Target Tracking,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5113,1,Multivariable Control System,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6113,1,CMOS Phase Locked Loops,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6115,1,Power System Deregulation,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6116,1,Advanced Power System Protection,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EC5111,1,Switched Mode Power Converters,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5213,1,Advanced Digital Control System,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6212,1,VLSI Architectural Design and Implementation,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6217,2,Recent Trends in Optimization Techniques,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EC6270,2,Model Predictive Control,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6218,2,HVDC Transmission Systems,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6213,2,Advance FPGA Platform and System,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6215,2,Power System Optimization,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6216,2,Advance Electric Drives,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6211,2,Random Signals and Systems,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE6214,2,Quantitative Feedback Theory,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE5212,2,Control Techniques in Power Electronics,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,EE 6219,2,Telemetry and SCADA,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,,2,Electric Vehicle Technology,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in Power and Control Systems (P&CS),2411EE,,2,Optimal Control,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5114 ,1,Opto-Electronics Materials and Devices ,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5158 ,1,Radio Frequency Integrated Circuits ,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5159 ,1,Advanced Digital Image Processing,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6150 ,1,VLSI Testing and Verification,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5104,1,Bio Sensors and Circuits,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5111 ,1,CMOS Phase Locked Loops ,3-0-0,3.0,DE1
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EE5111 ,1,Quantum Computing,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5166,1,VLSI Architecture Design and Implementation ,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6151,1,Control Techniques in Power Electronics ,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6157 ,1,Semiconductor Packaging Technology,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5250 ,1,Computer Vision ,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5204,1,VLSI Signal Processing,3-0-0,3.0,DE2
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5211 ,2,Patterns Recognition and Machine Learning ,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5264,2,Multimedia Communication,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6254 ,2,VLSI Technology,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6270,2,Sensors and Actuators,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EE5213 ,2,MEMS and NEMS,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5254 ,2,Advance FPGA Platform and System ,3-0-0,3.0,DE3
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5256 ,2,Recent Trends in Optimization Techniques ,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EE6215 ,2,Low Power VLSI ,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6252 ,2,CAD VLSI,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6257,2,Random Signals and Systems ,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5216 ,2,Hardware Security system ,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5260 ,2,Network on Chip ,3-0-0,3.0,DE4
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC5271  ,2,Silicon Photonics ,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6256    ,2,Embedded System Integration,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6258 ,2,High Power Semiconductor Devices,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EC6271,2,System-on Programmable-Chip Design,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,EE6190,2,Real time Embedded Operating Systems ,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,,2,Generative AI for Video Surveillance System,3-0-0,3.0,DE5
Electrical Engineering,M. Tech. in VLSI and Embedded System,2411EE,,2,Renewable Energy Sources,3-0-0,3.0,IDE
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6113,SEM-1,Cryptography and Network Security,3-0-0,3.0,DE1
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6114,SEM-1,Graph Theory,3-0-0,3.0,DE1
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA5115,SEM-1,Introduction to algebraic D-modules,3-0-0,3.0,DE1
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6116,SEM-1,Nonlinear Optimization,3-0-0,3.0,DE1
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA5117,SEM-1,Fundamentals of Block Chain,3-0-0,3.0,DE2
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6118,SEM-1,Generative AI,2-0-0,3.0,DE2
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6119,SEM-1,Mathematical Finance,3-0-0,3.0,DE2
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6120,SEM-1,Rings and Modules,3-0-0,3.0,DE2
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6121,SEM-1,Large Language Models (LLMs),2-0-0,3.0,DE3
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6191,SEM-1,Number Theory,3-0-0,3.0,DE3
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6229,SEM-1,Stochastic Calculus for Finance,3-0-0,3.0,DE3
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6212,SEM-1,Mathematical Modeling,3-0-0,3.0,IDE
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6213,SEM-2,Advanced Algorithms,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA5214,SEM-2,Introduction to Biomathematics,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6215,SEM-2,Introduction to Homological Algebra,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6216,SEM-2,Portfolio Theory and Risk Management,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6217,SEM-2,Noncommutative Algebra,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6218,SEM-2,Sobolev Spaces,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6219,SEM-2,Wavelet Transform,3-0-0,3.0,DE4
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6220,SEM-2,Differential Manifolds,3-0-0,3.0,DE5
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6221,SEM-2,Graph Algorithms,3-0-0,3.0,DE5
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6230,SEM-2,Numerical solutions of PDEs,2-0-0,3.0,DE5
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6222,SEM-2,Statistical Inference,3-0-0,3.0,DE5
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6223,SEM-2,Database and Data Mining,2-0-0,3.0,DE5
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA5224,SEM-2,Advanced Complex Analysis,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6225,SEM-2,Algebraic Coding Theory,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6226,SEM-2,Discrete Mathematics,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6227,SEM-2,Finite Element Analysis,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,MA6228,SEM-2,Introduction to Algebraic Geometry,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,,SEM-2,Operators on Hilbert Spaces,3-0-0,3.0,DE6
Mathematics and Computing,M.Tech in Mathematics and Computing,2411MC,,SEM-2,Riemannian Geometry,3-0-0,3.0,DE6
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6102,1,Computational Fluid Dynamics,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6106,1,Mobile Robotics,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6107,1,Digital Manufacturing and Industry 4.0,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6108,1,Wear & Lubrication of Machine Components,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6103,1,Continuum Mechanics,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6110,1,Biomechanics,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6111,1,Advanced Manufacturing Processes,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6112,1,Advanced Mechanical Characterisation of Alloys,3-0-0,3.0,DE1
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6203,2,Laser Processing of Materials,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6208,2,Robot Motion Planning,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6214,2,Additive Manufacturing of Metals: Theory and Practice,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6215,2,Computer Numerical Controlled Machine Tools,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6210,2,Robotics: Advanced Concepts & Analysis,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6211,2,Analysis of Welding Processes,3-0-0,3.0,DE2
f Mechanical Engineering,Advanced Manufacturing Technology,2411ME,ME6212,2,Fracture and Fatigue,3-0-0,3.0,DE2
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6107,1,Acoustics,3-0-0,3.0,DE1
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6108,1,Mobile Robotics,3-0-0,3.0,DE1
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6109,1,Digital Manufacturing and Industry 4.0,3-0-0,3.0,DE1
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6110,1,Wear & Lubrication of Machine Components,3-0-0,3.0,DE1
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6111,1,Vehicle Dynamics and Multi-body Systems,3-0-0,3.0,DE2
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6112,1,Continuum Mechanics,3-0-0,3.0,DE2
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6207,1,Biomechanics,3-0-0,3.0,DE2
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6208,1,Advanced Mechanical Characterisation of Alloys,3-0-0,3.0,DE2
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6209,2,Rotor Dynamics,3-0-0,3.0,DE3
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6210,2,Robot Motion Planning,3-0-0,3.0,DE3
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6211,2,Non-linear Systems Dynamics,3-0-0,3.0,DE3
Mechanical Engineering,M. Tech. in Mechanical Design,,ME6212,2,Robotics: Advanced Concepts & Analysis,3-0-0,3.0,DE4
Mechanical Engineering,M. Tech. in Mechanical Design,,,2,Analysis of Welding Processes,3-0-0,3.0,DE4
Mechanical Engineering,M. Tech. in Mechanical Design,,,2,Fracture and Fatigue,3-0-0,3.0,DE4
Mechanical Engineering,,2401MT,ME6107,1,Acoustics,3-0-0,3.0,DE1
Mechanical Engineering,Mechatronics,2401MT,EC5114,1,Mobile Robotics,3-0-0,3.0,DE1
Mechanical Engineering,Mechatronics,2401MT,ME6103,1,Digital Manufacturing and Industry 4.0,3-0-0,3.0,DE1
Mechanical Engineering,Mechatronics,2401MT,ME6109,1,Advanced Digital Image Processing,3-0-0,3.0,DE1
Mechanical Engineering,Mechatronics,2401MT,EC6157,1,Continuum Mechanics,3-0-0,3.0,DE2
Mechanical Engineering,Mechatronics,2401MT,ME6208,1,Vehicle Dynamics and Multi-body Systems,3-0-0,3.0,DE2
Mechanical Engineering,Mechatronics,2401MT,ME6209,1,VLSI Signal Processing,3-0-0,3.0,DE2
Mechanical Engineering,Mechatronics,2401MT,ME6214,2,Robot Motion Planning,3-0-0,3.0,DE3
Mechanical Engineering,Mechatronics,2401MT,ME6206,2,Non-linear Systems Dynamics,3-0-0,3.0,DE3
Mechanical Engineering,Mechatronics,2401MT,ME6210,2,Computer Numerical Controlled Machine Tools,3-0-0,3.0,DE3
Mechanical Engineering,Mechatronics,2401MT,EC5250,2,Microfluidics and Microsystems,3-0-0,3.0,DE4
Mechanical Engineering,Mechatronics,2401MT,EC6271,2,Robotics: Advanced Concepts & Analysis,3-0-0,3.0,DE4
Mechanical Engineering,Mechatronics,2401MT,ME6122,2,Patterns Recognition and Machine Learning,3-0-0,3.0,DE5
Mechanical Engineering,Mechatronics,2401MT,,2,Generative AI for Video Surveillance System,3-0-0,3.0,DE5
Mechanical Engineering,Mechatronics,2401MT,,1,Soft Computing Application in Engineering,3-0-0,3.0,IDE
Department of Mechanical Engineering,,,ME6104,1,Computational Fluid Dynamics,3-0-0,3.0,DE1
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6201,1,Continuum Mechanics,3-0-0,3.0,DE2
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6202,1,Refrigeration and Air-Conditioning,3-0-0,3.0,DE2
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6203,2,Turbulent Shear Flow,3-0-0,3.0,DE3
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6204,2,Cryogenics,3-0-0,3.0,DE3
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6205,2,Laser Processing of Materials,3-0-0,3.0,DE3
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,ME6206,2,Aerodynamics,3-0-0,3.0,DE4
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,,2,Advances in IC Engine,3-0-0,3.0,DE4
Department of Mechanical Engineering,M. Tech. in Thermal and Fluids Engineering,,,2,Microfluidics and Microsystems,3-0-0,3.0,DE4
Metallurgical and Materials Engineering,,2411MM,MM6113,1,"Processing Technology of Metal, Ceramic and Composites",3-0-0,3.0,DE1
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6114,1,Surface Engineering,3-0-0,3.0,DE1
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6231,1,"Nanomaterials: Structure, Property and Applications",3-0-0,3.0,DE1
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6234,1,Field-assisted Sintering Techniques,3-0-0,3.0,DE1
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6236,2,Defects and Diffusion in Materials,3-0-0,3.0,DE2
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6232,2,Polymer Matrix Composite,3-0-0,3.0,DE2
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6235,2,Functional Ceramics,3-0-0,3.0,DE2
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6237,2,Materials Characterization Techniques,3-0-0,3.0,DE3
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6238,2,Selection of Alloys and Heat Treatment,3-0-0,3.0,DE3
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6233,2,Thin Films - An Engineering Approach,3-0-0,3.0,DE3
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6239,2,Joining of Materials,3-0-0,3.0,DE3
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6240,2,Crystal Symmetry and Tensor properties,3-0-0,3.0,DE4
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6151,2,Coating Technology,3-0-0,3.0,DE4
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6152,2,Fabrication of Solid-state Devices,3-0-0,3.0,DE4
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,MM6153,1,Structural characterization of materials,3-0-0,3.0,IDE
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,,1,Composite Science and Technology,3-0-0,3.0,IDE
Metallurgical and Materials Engineering,M. Tech. in Materials Science and Engineering,2411MM,,1,Structure-property Correlation in Materials Science,3-0-0,3.0,IDE
Mathematics,M. Sc. in Mathematics,2412MA,MA6113,3,Cryptography and Network Security,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6114,3,Graph Theory,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA5115,3,Introduction to algebraic D-modules,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6116,3,Nonlinear Optimization,2-0-2,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA5117,3,Fundamentals of Block Chain,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6118,3,Generative AI,2-0-2,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6119,3,Mathematical Finance,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6120,3,Rings and Modules,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6121,3,Large Language Models (LLMs),2-0-2,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6211,3,Number Theory,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6212,3,Stochastic Calculus for Finance,3-0-0,3.0,DE1
Mathematics,M. Sc. in Mathematics,2412MA,MA6213,4,Randomized Algorithms,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA5214,4,Introduction to Biomathematics,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6215,4,Introduction to Homological Algebra,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6216,4,Portfolio Theory and Risk Management,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6217,4,Noncommutative Algebra,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6218,4,Sobolev Spaces,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6219,4,Wavelet Transform,3-0-0,3.0,DE2
Mathematics,M. Sc. in Mathematics,2412MA,MA6220,4,Differential Manifolds,3-0-0,3.0,DE3
Mathematics,M. Sc. in Mathematics,2412MA,MA6221,4,Graph Algorithms,3-0-0,3.0,DE3
Mathematics,M. Sc. in Mathematics,2412MA,MA6222,4,Numerical solutions of PDEs,2-0-2,3.0,DE3
Mathematics,M. Sc. in Mathematics,2412MA,MA6223,4,Statistical Inference,3-0-0,3.0,DE3
Mathematics,M. Sc. in Mathematics,2412MA,MA5224,4,Advanced complex analysis,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6225,4,Algebraic Coding Theory,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6226,4,Discrete Mathematics,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6227,4,Finite Element Analysis,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6228,4,Introduction to Algebraic Geometry,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA5229,4,Operators on Hilbert Spaces,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6191,4,Riemannian Geometry,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,MA6291,4,Mathematical methods in classical mechanics,3-0-0,3.0,DE4
Mathematics,M. Sc. in Mathematics,2412MA,,3,Mathematical Modeling,3-0-0,3.0,IDE1
Mathematics,M. Sc. in Mathematics,2412MA,,4,Matrix Computation,3-0-0,3.0,IDE2
Physics,M.Sc. in Physics,2412PH,PH4233,2,Quantum Mechanics-II,"""2-1-0""",3.0,DE1
Physics,M.Sc. in Physics,2412PH,PH4234,2,Thin Film Technology,"""2-1-0""",3.0,DE1
Physics,M.Sc. in Physics,2412PH,PH5130/PH5230,2,Introduction to Medical Physics,"""2-1-0""",3.0,DE1
Physics,M.Sc. in Physics,2412PH,PH5131/PH5231,2,Introduction to Data Science for Physicists,"""2-1-0""",3.0,DE1
Physics,M.Sc. in Physics,2412PH,PH5132/PH5232,3/4,Electrodynamics-II,"""3-0-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5133/PH5233,3/4,General Relativity and Cosmology,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5134/PH5234,3/4,Solar Energy and Photovoltaics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5135/PH5235,3/4,Nanophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5136/PH5236,3/4,Nanoelectronics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5137/PH5237,3/4,Nanoionics: Concepts and Technological Applications,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5138/PH5238,3/4,Magnetism at Nanoscale,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5139/PH5239,3/4,Ferroic Phenomena,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5140/PH5240,3/4,Measurement Techniques,"""2-0-2""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5141/PH5241,3/4,Computational Physics,"""2-0-2""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5142/PH5242,3/4,Nanoscience,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5143/PH5243,3/4,Quantum Optics & Quantum Information,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5144/PH5244,3/4,Physics of Ultracold Atoms,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5145/PH5245,3/4,Biophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5146/PH5246,3/4,Magnetic Materials and Applications,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5147/PH5247,3/4,Materials for Engineering Applications,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5148/PH5248,3/4,Quantum Theory of Collisions,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5149/PH5249,3/4,Fourier Optics and Holography,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5150/PH5250,3/4,Introductory Biophysics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5151/PH5251,3/4,Quantum Field Theory,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5152/PH5252,3/4,Particle Physics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5153/PH5253,3/4,Scanning Probe Microscopy,"""2-1-0""",3.0,DE2/DE3/DE4
